ID
1475840
1124080
2063530
1913620
2200970
2200010
2071390
1350780
1282150
2152880
957960
427940
1451190
1761600
2290690
733110
1618380
1770080
1148490
1866880
2192170
1646910
333811
2095080
2069180
1760640
1920100
1560200
2166140
2113530
894620
2267210
1693980
2164210
2246350
1930920
2184790
2184791
2231450
1334730
2239550
1922631
2243640
1338840
1821680
2287580
1724390
2259440
2237070
2250340
2136670
2022180
1399720
2014780
2004320
1498040
1012110
1761900
2243660
1907380
2214600
1995590
2206340
1731081
2099080
1529930
1643100
2221920
2229460
1837750
2068280
2203420
1585220
1578160
2218650
1510460
2235280
2235282
2235284
2165500
1532690
2175800
1429500
1679220
2222081
2222080
2220671
2243460
1591450
2108900
1708990
2111040
2123890
1817190
2144530
1567020
1947070
2062373
2062372
2062371
2062370
1380220
2096610
2096600
2160020
2179230
2074480
2222410
2200971
1297490
2105000
1962430
1881420
2139260
1887930
642770
2106810
2164540
1982150
1981884
1998140
2136620
943370
1465750
2187930
2150631
2208010
2188490
1782120
2144760
1063660
2119490
698670
2105190
896520
1816930
1791620
1276760
1668690
2124750
1545990
1588010
1293180
865680
1684930
1880840
1663640
1580520
1284090
1718570
1709170
2052963
1307690
2164780
1585815
1677770
1931690
1981883
2019730
1950440
1605320
1096140
1898290
1380910
1324130
2016080
1549250
2084930
1744330
1731070
1158160
1768280
1974050
1988540
745920
1666250
2138870
2061641
1401590
1967510
1589490
2013900
1291540
1933650
1871470
1324340
1731460
2026880
2014467
2014466
2014465
2014464
2014463
2014462
2014461
2014460
1372110
525680
1454730
1355250
1463010
1797880
1976440
2103520
2024140
1927780
2124080
1058650
1473480
1962200
1536701
1094920
615120
1690310
1916310
1613280
1341820
1818750
898890
1656971
1956340
611360
1945600
587520
1936360
2073470
1967450
1731200
1491460
1679290
2020070
1412950
1180130
1900020
1985260
1631350
1946550
2055920
1908760
1913730
1168870
1975360
1848421
1899810
1962060
1954920
1957080
1390190
1939940
1671280
1151050
1953610
1923790
1046790
1644490
1751920
1928710
1952840
597180
1805056
1940030
1874880
1644990
1882863
1883650
1983900
794260
1809490
1802170
1303010
1918130
1911390
1851591
1910680
1916340
1889640
1491490
1938860
1218210
1939830
1939832
1939835
1939833
1588530
1637730
1097350
1850570
1260520
1766390
1904580
1882280
1904560
1904530
1882240
1904610
1815530
1917610
1921900
1051690
1201830
1164690
1544405
1674780
1842690
1859360
1823710
1847240
1755300
1485080
1920320
1811550
1247290
1829980
1475810
1284190
1947130
1947131
1899580
1497450
1852470
1638300
1332760
1843760
1693250
1544404
1825620
1109050
1779180
1838750
1403370
1760030
1837260
1823490
1791690
992300
1876990
1843931
1846330
1170950
1153640
1843020
1608290
1817000
1574580
1451940
1832640
1798780
1829591
987840
1659040
1028350
1829590
1819400
1824142
1574270
1114290
1289990
1827590
1611600
1684155
1872790
1746620
1192440
1717590
684450
1651960
1492680
1276790
1380420
1266840
1158420
846770
1690330
1525700
1195290
1708680
1583320
1240440
1137300
1720790
939400
1304350
1566540
1585020
1789560
1413970
1137460
1739020
1797220
1178830
1547090
1781510
1541790
1244630
1576060
1471410
1339440
1773801
1756130
766570
1746860
1656820
1286880
1322770
897730
1621474
1712840
1714040
1552550
1720670
1062830
1662380
1704460
1352850
1129580
1766020
1577620
1705820
1672983
1672970
1746580
1597480
1733360
938860
1289380
1708020
1640650
852220
699130
1748780
1739300
1660900
1715130
1283410
1158370
1738610
1580800
1735420
960040
1756680
1729970
917720
1472560
1433860
977880
1477630
1392960
737520
1490610
1062090
1582620
1687670
1254120
966470
1435670
1609080
1288420
1392840
1127500
1643260
1643380
872200
894020
1684080
1678260
1594130
1618540
1345820
1585820
1408230
1615100
1571590
1076750
1680700
1336600
1547290
1675930
1143810
1461853
1277400
1461850
346820
1557980
1652450
752480
1192380
1639430
1683020
1351630
1627580
1627581
1627582
1562720
1675910
1593790
1451480
1620340
1573360
1670430
1543150
1586080
1561362
1561363
1612210
1416420
1165910
1596310
1184890
1600800
1579100
1475830
1205450
1557960
1016600
1536700
1502980
1436810
1029550
1523720
1272070
1553290
1592630
578540
1568680
1441840
1342790
1579090
978460
1464062
1264920
946990
1571440
1213230
1587640
795420
1352080
1293830
768450
1023550
1530640
1288310
1517481
1216710
1280780
1408720
1536953
1453840
1078350
824600
1436950
1503200
973810
1105510
1088710
1105500
1100990
672630
1440670
1472780
1274570
1493470
1477780
1277510
1468810
1269310
1368571
1389240
1134710
1451460
1078920
861250
620890
1490410
1234940
1204990
1342330
1502390
1502380
1397381
1366540
1147560
1458980
1299400
1291790
594330
1194630
1449690
1341520
1356240
1416670
1387922
1302240
1421550
1421540
1397110
1404090
1430990
1172450
1139900
1356760
1452150
1105040
1393110
578650
1359120
1373430
1328890
1064460
1112620
1294760
691260
559650
1426280
1442810
1124560
762220
1256740
1430610
1381791
1443430
1437610
1088150
1423900
1438980
999220
1377080
1270010
567630
1056640
551620
383120
982201
982200
1237430
874390
894940
1252990
1341160
1278500
1178780
1144970
628670
1183470
1374660
1236720
1368570
1304600
803330
1139980
962730
798490
1305420
1348180
1179680
1257440
1209120
1331220
1321230
1253990
1150950
674500
1223500
431240
360430
1041920
1150730
1284410
1274490
838410
1129920
1286510
1203970
979640
1243670
659990
383840
1126050
1058690
1232420
988910
1283090
1283091
1255000
346970
1277830
913060
1118380
1254860
1167450
424370
1228530
460760
1233220
1234950
1204130
1233340
1233280
1232180
1222040
1236990
369530
625960
1146630
1200342
1201360
1194830
1237830
1011190
727850
1233370
914800
1223060
1045720
1228810
